claim_id,SSN,claim_age,patient_name,patient_id,provider_id,provider_name,claim_amount,approved_amount,claim_status,submission_date,adjudication_date,payment_date,denial_reason
CLM502629,776-93-7347,72,Richard Lopez,P00231,PR013,Superior Vision,44310,35261,Approved,29-01-2024,14-02-2024,26-02-2024,
CLM502630,470-30-9644,36,Patricia Gonzalez,P00393,PR015,Molina Healthcare,26774,0,Denied,03-08-2024,10-08-2024,,Timely Filing Limit Exceeded
CLM502631,389-50-8804,51,Daniel Jackson,P00363,PR007,Humana,35927,30129,Approved,19-02-2024,05-03-2024,22-03-2024,
CLM502632,857-45-1137,84,Thomas Taylor,P00353,PR009,Vision Service Plan,46662,36328,Approved,27-04-2024,06-05-2024,17-05-2024,
CLM502633,509-48-6212,27,Olivia Smith,P00058,PR014,Anthem,25699,24922,Approved,04-04-2024,14-04-2024,12-05-2024,
CLM502634,607-84-2136,50,Susan Johnson,P00504,PR015,Molina Healthcare,5686,4806,Approved,15-10-2024,25-10-2024,06-11-2024,
CLM502635,375-27-3819,27,Anthony Jackson,P00253,PR010,Davis Vision,42523,37698,Approved,11-07-2024,15-07-2024,07-08-2024,
CLM502636,465-56-2336,49,Mark Gonzalez,P00211,PR001,Medicare,40515,0,Denied,29-04-2024,04-05-2024,,Duplicate Claim
CLM502637,141-86-5310,62,Thomas Moore,P00251,PR005,UnitedHealthcare,47184,0,Denied,13-04-2024,23-04-2024,,Coverage Not Eligible
CLM502638,620-53-3216,29,Michael Rodriguez,P00193,PR006,Blue Cross Blue Shield,55143,0,Denied,20-08-2024,30-08-2024,,Coverage Not Eligible
CLM502639,196-33-1414,47,John Gonzalez,P00016,PR006,Blue Cross Blue Shield,4217,3467,Approved,03-09-2024,10-09-2024,02-10-2024,
CLM502640,954-42-8590,39,James Wilson,P00070,PR006,Blue Cross Blue Shield,19843,18833,Approved,28-04-2024,07-05-2024,01-06-2024,
CLM502641,518-35-4170,85,Jessica Rodriguez,P00037,PR014,Anthem,42936,0,Denied,30-06-2024,11-07-2024,,Pre-Authorization Required
CLM502642,485-31-3218,81,Barbara Williams,P00429,PR011,Spectera,51894,37269,Approved,21-06-2024,26-06-2024,11-07-2024,
CLM502643,232-38-9819,47,Elizabeth Hernandez,P00142,PR006,Blue Cross Blue Shield,34491,33521,Approved,15-02-2024,25-02-2024,18-03-2024,
CLM502644,912-21-2229,69,Elizabeth Jackson,P00200,PR004,Cigna,22354,17965,Approved,30-01-2024,19-02-2024,28-02-2024,
CLM502645,770-20-1613,69,Joseph Ramore,P00024,PR004,Cigna,42546,28650,Approved,12-07-2024,31-07-2024,20-08-2024,
CLM502646,205-57-5489,37,Richard Williams,P00595,PR011,Spectera,57907,45773,Approved,25-06-2024,12-07-2024,05-08-2024,
CLM502647,553-38-3305,78,Joseph Garcia,P00307,PR015,Molina Healthcare,41846,37718,Approved,27-03-2024,08-04-2024,04-05-2024,
CLM502648,302-14-9933,46,Michael Moore,P00487,PR001,Medicare,27518,0,Denied,15-02-2024,20-02-2024,,Pre-Authorization Required
CLM502649,711-74-8856,30,Patricia Davis,P00110,PR004,Cigna,35855,30891,Approved,17-08-2024,28-08-2024,12-09-2024,
CLM502650,498-71-9471,25,Sarah Johnson,P00378,PR014,Anthem,25808,23217,Approved,16-03-2024,05-04-2024,12-04-2024,
CLM502651,512-28-3290,52,Andrew Moore,P00238,PR004,Cigna,17668,17497,Approved,11-04-2024,22-04-2024,17-05-2024,
CLM502652,481-76-3543,45,Anthony Moore,P00403,PR008,Kaiser Permanente,7438,0,Denied,14-05-2024,21-05-2024,,Invalid CPT Code
CLM502653,651-12-2392,33,Richard Miller,P00057,PR007,Humana,37075,0,Denied,21-09-2024,28-09-2024,,Missing Documentation
CLM502654,450-86-5461,48,Sophia Gonzalez,P00449,PR007,Humana,47542,34573,Approved,23-08-2024,10-09-2024,04-10-2024,
CLM502655,333-28-9688,76,Olivia Ramore,P00100,PR003,Aetna,38139,34854,Approved,07-02-2024,22-02-2024,10-03-2024,
CLM502656,501-12-5001,69,Joseph Gonzalez,P00122,PR015,Molina Healthcare,57240,44950,Approved,18-04-2024,04-05-2024,03-06-2024,
CLM502657,953-76-7451,36,Karen Jones,P00171,PR009,Vision Service Plan,54386,49254,Approved,10-07-2024,25-07-2024,08-08-2024,
CLM502658,338-61-4468,49,Emily Gonzalez,P00590,PR004,Cigna,58526,57572,Approved,20-01-2024,02-02-2024,15-02-2024,
CLM502659,923-89-9564,75,William Gonzalez,P00409,PR009,Vision Service Plan,9720,7892,Approved,06-10-2024,25-10-2024,24-11-2024,
CLM502660,741-54-6445,62,Olivia Garcia,P00008,PR005,UnitedHealthcare,38482,31881,Approved,18-10-2024,06-11-2024,02-12-2024,
CLM502661,852-95-4114,85,Daniel Martinez,P00559,PR013,Superior Vision,27382,18775,Approved,03-05-2024,07-05-2024,02-06-2024,
CLM502662,282-89-5360,41,Sophia Jackson,P00472,PR004,Cigna,18411,0,Denied,06-05-2024,12-05-2024,,Pre-Authorization Required
CLM502663,544-89-4813,87,Robert Anderson,P00123,PR013,Superior Vision,39571,38506,Approved,09-09-2024,16-09-2024,26-09-2024,
CLM502664,776-98-3408,89,Patricia Hernandez,P00374,PR002,Medicaid,9075,6786,Approved,25-10-2024,13-11-2024,11-12-2024,
CLM502665,346-89-4628,20,Sophia Miller,P00424,PR002,Medicaid,23799,0,Denied,26-10-2024,03-11-2024,,Policy Lapsed
CLM502666,375-87-8753,21,Anthony Hernandez,P00126,PR007,Humana,39855,38413,Approved,14-07-2024,01-08-2024,28-08-2024,
CLM502667,303-86-6459,36,Matthew Brown,P00049,PR004,Cigna,29821,0,Denied,30-07-2024,06-08-2024,,Missing Documentation
CLM502668,160-52-3667,22,Michael Anderson,P00480,PR001,Medicare,25275,16633,Approved,30-07-2024,11-08-2024,09-09-2024,
CLM502669,720-96-3938,69,John Davis,P00483,PR004,Cigna,7510,5098,Approved,24-09-2024,07-10-2024,19-10-2024,
CLM502670,867-15-5151,60,Joseph Martin,P00587,PR004,Cigna,20059,0,Denied,06-09-2024,13-09-2024,,Pre-Authorization Required
CLM502671,902-37-2984,82,James Miller,P00319,PR014,Anthem,14640,0,Denied,16-03-2024,05-04-2024,,Invalid CPT Code
CLM502672,498-57-5990,45,Sarah Moore,P00395,PR013,Superior Vision,21021,14500,Approved,03-02-2024,18-02-2024,19-03-2024,
CLM502673,797-45-1430,54,Charles Rodriguez,P00555,PR014,Anthem,30976,20744,Approved,21-09-2024,03-10-2024,27-10-2024,
CLM502674,481-76-3543,35,Anthony Moore,P00403,PR015,Molina Healthcare,20808,18440,Approved,24-02-2024,13-03-2024,30-03-2024,
CLM502675,728-14-7382,49,John Lopez,P00272,PR010,Davis Vision,2496,2196,Approved,12-08-2024,23-08-2024,19-09-2024,
CLM502676,580-94-1871,33,Charles Smith,P00190,PR007,Humana,17610,16679,Approved,28-01-2024,05-02-2024,02-03-2024,
CLM502677,534-33-7025,60,Linda Jackson,P00157,PR008,Kaiser Permanente,36836,0,Denied,13-10-2024,31-10-2024,,Timely Filing Limit Exceeded
CLM502678,486-30-7453,32,John Thomas,P00641,PR013,Superior Vision,29007,28778,Approved,04-03-2024,20-03-2024,05-04-2024,
CLM502679,970-14-8500,66,Matthew Moore,P00412,PR015,Molina Healthcare,47813,34775,Approved,22-01-2024,29-01-2024,08-02-2024,
CLM502680,671-43-6774,20,Emily Hernandez,P00077,PR007,Humana,55036,42976,Approved,28-03-2024,10-04-2024,19-04-2024,
CLM502681,192-19-8346,70,Barbara Smith,P00302,PR012,EyeMed,28621,23508,Approved,14-07-2024,21-07-2024,09-08-2024,
CLM502682,815-39-4368,41,Sophia Moore,P00337,PR015,Molina Healthcare,3012,0,Denied,15-03-2024,27-03-2024,,Pre-Authorization Required
CLM502683,957-41-8517,65,Sophia Jones,P00259,PR004,Cigna,11325,8825,Approved,21-01-2024,25-01-2024,11-02-2024,
CLM502684,151-29-1751,51,Susan Brown,P00479,PR002,Medicaid,59881,59424,Approved,13-06-2024,25-06-2024,14-07-2024,
CLM502685,742-70-4571,45,Sophia Brown,P00062,PR004,Cigna,14418,9651,Approved,03-10-2024,11-10-2024,24-10-2024,
CLM502686,291-60-5691,38,Joseph Brown,P00533,PR005,UnitedHealthcare,33596,33401,Approved,24-09-2024,07-10-2024,01-11-2024,
CLM502687,236-11-7723,56,John Smith,P00515,PR014,Anthem,47920,40743,Approved,12-09-2024,01-10-2024,12-10-2024,
CLM502688,990-96-7479,62,Barbara Johnson,P00392,PR001,Medicare,56751,43679,Approved,24-07-2024,28-07-2024,14-08-2024,
CLM502689,101-47-4575,61,Sarah Rodriguez,P00642,PR001,Medicare,15576,0,Denied,28-08-2024,10-09-2024,,Coverage Not Eligible
CLM502690,967-72-2142,40,Paul Wilson,P00537,PR010,Davis Vision,32902,31853,Approved,24-10-2024,06-11-2024,05-12-2024,
CLM502691,987-39-6678,39,Robert Jones,P00209,PR008,Kaiser Permanente,18692,17888,Approved,31-08-2024,06-09-2024,04-10-2024,
CLM502692,770-85-5993,51,Sophia Anderson,P00120,PR013,Superior Vision,15803,11129,Approved,16-01-2024,24-01-2024,05-02-2024,
CLM502693,147-59-8187,71,Richard Martin,P00601,PR010,Davis Vision,16650,16391,Approved,24-04-2024,30-04-2024,12-05-2024,
CLM502694,728-14-7382,83,John Lopez,P00272,PR013,Superior Vision,31993,25653,Approved,13-02-2024,18-02-2024,18-03-2024,
CLM502695,223-88-9549,76,Andrew Davis,P00312,PR007,Humana,18818,0,Denied,10-04-2024,17-04-2024,,Pre-Authorization Required
CLM502696,139-17-7838,64,Rosie Brown,P00576,PR011,Spectera,35834,24836,Approved,21-03-2024,06-04-2024,19-04-2024,
CLM502697,854-22-8515,79,Robert Johnson,P00519,PR011,Spectera,52229,47813,Approved,07-05-2024,18-05-2024,06-06-2024,
CLM502698,560-98-5195,66,Charles Lopez,P00453,PR009,Vision Service Plan,21997,0,Denied,23-01-2024,04-02-2024,,Missing Documentation
CLM502699,945-23-5113,74,Mark Ramore,P00495,PR003,Aetna,44253,31336,Approved,05-04-2024,11-04-2024,28-04-2024,
CLM502700,703-67-9787,28,Mark Smith,P00203,PR009,Vision Service Plan,15818,13806,Approved,20-04-2024,26-04-2024,13-05-2024,
CLM502701,703-48-3662,19,Patricia Wilson,P00508,PR013,Superior Vision,36341,0,Denied,20-04-2024,26-04-2024,,Pre-Authorization Required
CLM502702,246-51-6451,76,Paul Hernandez,P00428,PR014,Anthem,51407,43656,Approved,09-02-2024,28-02-2024,20-03-2024,
CLM502703,122-11-8492,53,Susan Garcia,P00263,PR005,UnitedHealthcare,38598,37765,Approved,17-05-2024,22-05-2024,08-06-2024,
CLM502704,571-98-4004,67,Karen Anderson,P00074,PR015,Molina Healthcare,34563,29277,Approved,15-02-2024,03-03-2024,30-03-2024,
CLM502705,782-35-8927,56,Andrew Smith,P00198,PR011,Spectera,23103,0,Denied,05-01-2024,16-01-2024,,Incorrect Member ID
CLM502706,486-45-3995,31,Paul Martinez,P00373,PR008,Kaiser Permanente,15042,13973,Approved,27-06-2024,16-07-2024,03-08-2024,
CLM502707,812-31-9690,34,Patricia Rodriguez,P00164,PR011,Spectera,19583,12774,Approved,12-08-2024,23-08-2024,30-08-2024,
CLM502708,934-72-1937,24,Sophia Rodriguez,P00535,PR005,UnitedHealthcare,5965,5292,Approved,24-07-2024,30-07-2024,13-08-2024,
CLM502709,711-74-8856,38,Patricia Davis,P00110,PR005,UnitedHealthcare,59672,0,Denied,18-06-2024,04-07-2024,,Duplicate Claim
CLM502710,258-31-4032,54,John Williams,P00502,PR004,Cigna,34310,31562,Approved,09-02-2024,19-02-2024,02-03-2024,
CLM502711,919-56-4389,62,Jessica Brown,P00230,PR007,Humana,34362,29007,Approved,17-04-2024,21-04-2024,16-05-2024,
CLM502712,306-55-2070,33,Karen Hernandez,P00021,PR011,Spectera,52791,51869,Approved,12-04-2024,30-04-2024,24-05-2024,
CLM502713,895-64-7141,49,Robert Garcia,P00009,PR012,EyeMed,7145,5742,Approved,01-08-2024,16-08-2024,29-08-2024,
CLM502714,205-33-8294,63,Joseph Johnson,P00399,PR004,Cigna,23581,23001,Approved,03-10-2024,16-10-2024,03-11-2024,
CLM502715,602-19-4090,78,Michael Martinez,P00325,PR010,Davis Vision,46081,36348,Approved,29-05-2024,05-06-2024,30-06-2024,
CLM502716,306-55-2070,64,Karen Hernandez,P00021,PR008,Kaiser Permanente,49250,41092,Approved,07-01-2024,15-01-2024,14-02-2024,
CLM502717,304-78-2487,44,John Jackson,P00121,PR001,Medicare,19097,0,Denied,04-07-2024,17-07-2024,,Policy Lapsed
CLM502718,497-50-1080,82,Isabella Taylor,P00591,PR002,Medicaid,12766,0,Denied,23-04-2024,08-05-2024,,Coverage Not Eligible
CLM502719,768-69-3754,84,Elizabeth Thomas,P00626,PR004,Cigna,5468,4996,Approved,22-05-2024,08-06-2024,25-06-2024,
CLM502720,742-30-6273,72,Thomas Rodriguez,P00425,PR012,EyeMed,37667,25013,Approved,18-01-2024,04-02-2024,04-03-2024,
CLM502721,114-66-9154,55,Isabella Wilson,P00530,PR002,Medicaid,15038,11516,Approved,06-09-2024,15-09-2024,03-10-2024,
CLM502722,375-54-6210,35,Mary Thomas,P00383,PR003,Aetna,9100,0,Denied,18-02-2024,27-02-2024,,Missing Documentation
CLM502723,446-94-3162,69,Joseph Thomas,P00178,PR013,Superior Vision,20577,0,Denied,03-05-2024,08-05-2024,,Coverage Not Eligible
CLM502724,150-31-2672,22,Robert Gonzalez,P00589,PR012,EyeMed,16698,11655,Approved,26-06-2024,07-07-2024,14-07-2024,
CLM502725,251-22-6062,20,Rosie Moore,P00031,PR008,Kaiser Permanente,9761,8534,Approved,07-04-2024,25-04-2024,10-05-2024,
CLM502726,636-38-1591,81,Barbara Miller,P00561,PR010,Davis Vision,5350,4384,Approved,05-07-2024,17-07-2024,15-08-2024,
CLM502727,813-76-7403,56,Patricia Moore,P00333,PR001,Medicare,53635,43148,Approved,27-10-2024,04-11-2024,12-11-2024,
CLM502728,155-83-2274,38,Matthew Lopez,P00359,PR001,Medicare,50035,44694,Approved,28-01-2024,03-02-2024,26-02-2024,
CLM502729,408-21-5897,47,Rosie Gonzalez,P00572,PR014,Anthem,11106,7383,Approved,14-06-2024,20-06-2024,05-07-2024,
CLM502730,627-81-5685,30,Richard Davis,P00041,PR009,Vision Service Plan,19214,16855,Approved,12-01-2024,21-01-2024,02-02-2024,
CLM502731,539-44-5831,65,Olivia Martin,P00619,PR012,EyeMed,51537,40508,Approved,05-07-2024,17-07-2024,12-08-2024,
CLM502732,101-47-4575,43,Sarah Rodriguez,P00642,PR011,Spectera,44211,36167,Approved,10-01-2024,15-01-2024,29-01-2024,
CLM502733,841-45-4502,85,Mary Brown,P00643,PR013,Superior Vision,13143,0,Denied,21-03-2024,30-03-2024,,Pre-Authorization Required
CLM502734,139-17-7838,78,Rosie Brown,P00576,PR015,Molina Healthcare,44567,41056,Approved,25-07-2024,02-08-2024,27-08-2024,
CLM502735,561-44-6996,69,William Ramore,P00159,PR004,Cigna,43814,30655,Approved,15-03-2024,21-03-2024,29-03-2024,
CLM502736,761-37-9420,68,Karen Martinez,P00050,PR013,Superior Vision,9894,8757,Approved,11-09-2024,17-09-2024,25-09-2024,
CLM502737,655-86-3356,51,Andrew Martinez,P00377,PR005,UnitedHealthcare,55653,44803,Approved,29-01-2024,13-02-2024,06-03-2024,
CLM502738,716-58-1757,85,Jennifer Smith,P00320,PR004,Cigna,56395,47713,Approved,21-08-2024,31-08-2024,14-09-2024,
CLM502739,120-92-8453,19,Matthew Davis,P00054,PR002,Medicaid,37785,28511,Approved,18-03-2024,30-03-2024,26-04-2024,
CLM502740,780-24-2593,71,Jessica Garcia,P00283,PR015,Molina Healthcare,32032,21586,Approved,06-07-2024,16-07-2024,13-08-2024,
CLM502741,519-36-3093,66,Thomas Garcia,P00644,PR002,Medicaid,12615,8901,Approved,24-09-2024,28-09-2024,05-10-2024,
CLM502742,333-10-6901,37,Jessica Smith,P00617,PR007,Humana,15423,0,Denied,19-04-2024,28-04-2024,,Incorrect Member ID
CLM502743,691-62-4611,33,Emily Moore,P00099,PR014,Anthem,55346,0,Denied,19-01-2024,08-02-2024,,Policy Lapsed
CLM502744,630-63-6273,76,James Rodriguez,P00401,PR006,Blue Cross Blue Shield,38274,26572,Approved,12-02-2024,22-02-2024,07-03-2024,
CLM502745,873-34-6366,40,Karen Jackson,P00134,PR008,Kaiser Permanente,8993,8687,Approved,30-07-2024,09-08-2024,19-08-2024,
CLM502746,479-89-4644,21,Anthony Smith,P00556,PR007,Humana,30600,20159,Approved,07-07-2024,14-07-2024,06-08-2024,
CLM502747,968-35-1656,43,Andrew Williams,P00623,PR004,Cigna,40645,28284,Approved,07-09-2024,20-09-2024,18-10-2024,
CLM502748,172-71-8588,31,Patricia Garcia,P00512,PR003,Aetna,5842,5002,Approved,12-02-2024,22-02-2024,10-03-2024,
CLM502749,984-83-9813,72,Linda Taylor,P00148,PR008,Kaiser Permanente,36897,34795,Approved,13-01-2024,19-01-2024,09-02-2024,
CLM502750,207-27-7778,39,Sophia Ramore,P00292,PR001,Medicare,8511,5622,Approved,13-05-2024,22-05-2024,12-06-2024,
CLM502751,990-96-7479,64,Barbara Johnson,P00392,PR005,UnitedHealthcare,40036,36330,Approved,22-08-2024,02-09-2024,10-09-2024,
CLM502752,970-94-1469,27,Karen Davis,P00600,PR006,Blue Cross Blue Shield,40397,34814,Approved,18-05-2024,29-05-2024,11-06-2024,
CLM502753,477-20-1260,64,Robert Lopez,P00501,PR005,UnitedHealthcare,4344,2995,Approved,08-05-2024,25-05-2024,06-06-2024,
CLM502754,764-76-7032,42,Olivia Hernandez,P00051,PR014,Anthem,52778,49726,Approved,05-06-2024,10-06-2024,24-06-2024,
CLM502755,181-18-4889,24,Jennifer Davis,P00119,PR003,Aetna,50950,48304,Approved,04-06-2024,18-06-2024,10-07-2024,
CLM502756,856-62-8239,40,Michael Wilson,P00003,PR011,Spectera,28173,19938,Approved,05-10-2024,14-10-2024,31-10-2024,
CLM502757,797-45-1430,29,Charles Rodriguez,P00555,PR012,EyeMed,36400,30340,Approved,26-09-2024,05-10-2024,20-10-2024,
CLM502758,266-41-1573,33,Matthew Thomas,P00408,PR010,Davis Vision,9890,8374,Approved,13-06-2024,26-06-2024,08-07-2024,
CLM502759,464-91-6007,50,Thomas Brown,P00390,PR010,Davis Vision,10835,0,Denied,12-08-2024,20-08-2024,,Coverage Not Eligible
CLM502760,227-28-8657,44,Mary Ramore,P00136,PR015,Molina Healthcare,2055,0,Denied,27-02-2024,06-03-2024,,Duplicate Claim
CLM502761,908-78-5661,89,Linda Anderson,P00511,PR005,UnitedHealthcare,23129,20762,Approved,17-02-2024,06-03-2024,18-03-2024,
CLM502762,258-66-5432,32,Charles Garcia,P00490,PR015,Molina Healthcare,34876,30278,Approved,05-07-2024,17-07-2024,26-07-2024,
CLM502763,227-28-8657,53,Mary Ramore,P00136,PR012,EyeMed,11856,0,Denied,16-04-2024,26-04-2024,,Missing Documentation
CLM502764,646-23-4578,86,William Johnson,P00165,PR012,EyeMed,20047,18019,Approved,11-10-2024,16-10-2024,12-11-2024,
CLM502765,169-10-8153,19,Joseph Davis,P00125,PR007,Humana,8578,6490,Approved,21-10-2024,09-11-2024,28-11-2024,
CLM502766,147-59-8187,87,Richard Martin,P00601,PR012,EyeMed,6397,4897,Approved,07-10-2024,11-10-2024,21-10-2024,
CLM502767,925-99-1270,24,Mary Smith,P00214,PR008,Kaiser Permanente,52922,0,Denied,29-02-2024,19-03-2024,,Invalid CPT Code
CLM502768,739-30-3508,54,William Smith,P00056,PR010,Davis Vision,16724,11365,Approved,09-07-2024,22-07-2024,03-08-2024,
CLM502769,282-45-6476,42,Barbara Jones,P00421,PR002,Medicaid,36534,33321,Approved,12-05-2024,30-05-2024,18-06-2024,
CLM502770,288-96-8358,37,Thomas Thomas,P00400,PR010,Davis Vision,33490,0,Denied,02-09-2024,07-09-2024,,Invalid CPT Code
CLM502771,599-45-4857,72,Michael Thomas,P00435,PR004,Cigna,18569,15995,Approved,22-01-2024,03-02-2024,29-02-2024,
CLM502772,908-78-5661,29,Linda Anderson,P00511,PR010,Davis Vision,26699,26528,Approved,17-07-2024,28-07-2024,07-08-2024,
CLM502773,414-73-3314,88,Anthony Thomas,P00182,PR014,Anthem,4332,3338,Approved,05-10-2024,18-10-2024,30-10-2024,
CLM502774,894-83-5117,82,Patricia Taylor,P00274,PR001,Medicare,7697,7183,Approved,19-03-2024,29-03-2024,22-04-2024,
CLM502775,363-92-4587,75,Isabella Lopez,P00452,PR004,Cigna,44859,0,Denied,20-06-2024,24-06-2024,,Policy Lapsed
CLM502776,379-44-4471,85,Emily Jackson,P00066,PR005,UnitedHealthcare,52550,0,Denied,03-07-2024,19-07-2024,,Duplicate Claim
CLM502777,649-86-4957,68,Emily Johnson,P00162,PR014,Anthem,46871,34127,Approved,21-07-2024,06-08-2024,30-08-2024,
CLM502778,518-35-4170,24,Jessica Rodriguez,P00037,PR004,Cigna,12620,0,Denied,12-05-2024,17-05-2024,,Duplicate Claim
CLM502779,229-80-4135,52,Susan Anderson,P00540,PR011,Spectera,9391,6508,Approved,14-10-2024,23-10-2024,12-11-2024,
CLM502780,151-29-1751,18,Susan Brown,P00479,PR007,Humana,30928,27931,Approved,09-08-2024,24-08-2024,03-09-2024,
CLM502781,770-20-1613,38,Joseph Ramore,P00024,PR004,Cigna,27176,25631,Approved,20-06-2024,09-07-2024,06-08-2024,
CLM502782,958-56-3520,35,Rosie Miller,P00013,PR010,Davis Vision,24753,23787,Approved,12-04-2024,23-04-2024,12-05-2024,
CLM502783,463-95-3113,73,Rosie Davis,P00415,PR001,Medicare,45209,0,Denied,15-06-2024,22-06-2024,,Coverage Not Eligible
CLM502784,196-33-1414,49,John Gonzalez,P00016,PR011,Spectera,20434,0,Denied,16-09-2024,30-09-2024,,Incorrect Member ID
CLM502785,169-10-8153,44,Joseph Davis,P00125,PR002,Medicaid,24250,23332,Approved,27-08-2024,11-09-2024,01-10-2024,
CLM502786,147-59-8187,36,Richard Martin,P00601,PR004,Cigna,4499,3120,Approved,06-06-2024,15-06-2024,26-06-2024,
CLM502787,905-13-7360,50,Linda Rodriguez,P00290,PR012,EyeMed,16088,11803,Approved,04-06-2024,19-06-2024,18-07-2024,
CLM502788,389-50-8804,64,Daniel Jackson,P00363,PR002,Medicaid,32115,0,Denied,11-08-2024,23-08-2024,,Pre-Authorization Required
CLM502789,711-74-8856,36,Patricia Davis,P00110,PR007,Humana,12587,9178,Approved,29-02-2024,07-03-2024,25-03-2024,
CLM502790,873-20-1312,82,Jessica Thomas,P00293,PR013,Superior Vision,51967,48760,Approved,31-03-2024,11-04-2024,24-04-2024,
CLM502791,308-78-3789,53,Rosie Williams,P00080,PR013,Superior Vision,19127,19032,Approved,14-07-2024,26-07-2024,12-08-2024,
CLM502792,813-76-7403,72,Patricia Moore,P00333,PR005,UnitedHealthcare,44192,42360,Approved,20-05-2024,09-06-2024,25-06-2024,
CLM502793,399-49-1823,40,Patricia Lopez,P00301,PR007,Humana,7572,5190,Approved,24-09-2024,05-10-2024,26-10-2024,
CLM502794,826-21-5363,33,Robert Martinez,P00455,PR002,Medicaid,58713,42220,Approved,26-02-2024,10-03-2024,17-03-2024,
CLM502795,562-71-5634,26,Linda Ramore,P00086,PR006,Blue Cross Blue Shield,57931,0,Denied,15-05-2024,27-05-2024,,Coverage Not Eligible
CLM502796,367-89-3951,43,Linda Gonzalez,P00081,PR011,Spectera,42174,36141,Approved,20-03-2024,03-04-2024,30-04-2024,
CLM502797,696-47-8306,63,David Taylor,P00069,PR015,Molina Healthcare,49910,34078,Approved,28-01-2024,06-02-2024,06-03-2024,
CLM502798,480-67-8739,24,Elizabeth Williams,P00420,PR010,Davis Vision,30638,0,Denied,14-01-2024,22-01-2024,,Missing Documentation
CLM502799,389-50-8804,62,Daniel Jackson,P00363,PR010,Davis Vision,44629,38715,Approved,28-05-2024,17-06-2024,09-07-2024,
CLM502800,607-84-2136,55,Susan Johnson,P00504,PR015,Molina Healthcare,18765,0,Denied,05-03-2024,23-03-2024,,Policy Lapsed
CLM502801,854-27-4587,24,Matthew Martinez,P00046,PR011,Spectera,50195,49714,Approved,24-04-2024,10-05-2024,21-05-2024,
CLM502802,400-76-5837,29,Mary Jones,P00603,PR003,Aetna,40600,0,Denied,12-01-2024,29-01-2024,,Coverage Not Eligible
CLM502803,644-83-5079,42,Richard Jones,P00462,PR013,Superior Vision,44514,38739,Approved,26-04-2024,02-05-2024,09-05-2024,
CLM502804,754-69-6472,58,Anthony Rodriguez,P00599,PR004,Cigna,13217,0,Denied,20-08-2024,25-08-2024,,Timely Filing Limit Exceeded
CLM502805,886-74-8088,46,Andrew Jackson,P00183,PR005,UnitedHealthcare,7950,7364,Approved,08-07-2024,13-07-2024,01-08-2024,
CLM502806,539-44-5831,60,Olivia Martin,P00619,PR001,Medicare,29386,29239,Approved,01-09-2024,17-09-2024,16-10-2024,
CLM502807,687-68-5364,75,Mark Miller,P00631,PR004,Cigna,55473,42436,Approved,28-03-2024,03-04-2024,02-05-2024,
CLM502808,659-89-2628,28,Charles Moore,P00386,PR006,Blue Cross Blue Shield,19858,18894,Approved,22-05-2024,10-06-2024,22-06-2024,
CLM502809,277-77-4665,85,James Jones,P00580,PR006,Blue Cross Blue Shield,14410,9726,Approved,09-08-2024,20-08-2024,14-09-2024,
CLM502810,371-87-1409,49,David Martin,P00040,PR012,EyeMed,17161,14633,Approved,01-07-2024,05-07-2024,14-07-2024,
CLM502811,225-53-5008,67,Sarah Ramore,P00552,PR007,Humana,5244,3639,Approved,24-10-2024,01-11-2024,10-11-2024,
CLM502812,630-63-6273,46,James Rodriguez,P00401,PR001,Medicare,39632,0,Denied,21-10-2024,08-11-2024,,Policy Lapsed
CLM502813,142-19-1072,73,Jennifer Miller,P00440,PR012,EyeMed,15322,0,Denied,29-03-2024,08-04-2024,,Timely Filing Limit Exceeded
CLM502814,907-25-5199,56,Elizabeth Johnson,P00130,PR009,Vision Service Plan,3942,3634,Approved,16-06-2024,22-06-2024,16-07-2024,
CLM502815,968-35-1656,40,Andrew Williams,P00623,PR014,Anthem,5073,3356,Approved,14-02-2024,25-02-2024,20-03-2024,
CLM502816,232-38-9819,83,Elizabeth Hernandez,P00142,PR013,Superior Vision,49076,33894,Approved,01-05-2024,11-05-2024,08-06-2024,
CLM502817,711-88-4128,86,John Martinez,P00391,PR002,Medicaid,59625,41523,Approved,22-02-2024,04-03-2024,18-03-2024,
CLM502818,561-44-6996,22,William Ramore,P00159,PR015,Molina Healthcare,58214,45236,Approved,03-02-2024,23-02-2024,15-03-2024,
CLM502819,509-48-6212,24,Olivia Smith,P00058,PR007,Humana,15972,0,Denied,15-07-2024,19-07-2024,,Pre-Authorization Required
CLM502820,993-57-1311,69,Matthew Ramore,P00030,PR003,Aetna,42178,27715,Approved,05-10-2024,25-10-2024,11-11-2024,
CLM502821,324-73-3880,65,Joseph Martinez,P00177,PR004,Cigna,49251,36681,Approved,04-01-2024,23-01-2024,07-02-2024,
CLM502822,748-61-7724,58,Isabella Martinez,P00156,PR008,Kaiser Permanente,57368,51332,Approved,05-02-2024,11-02-2024,26-02-2024,
CLM502823,553-38-3305,73,Joseph Garcia,P00307,PR006,Blue Cross Blue Shield,15465,0,Denied,29-09-2024,13-10-2024,,Missing Documentation
CLM502824,498-57-5990,31,Sarah Moore,P00395,PR012,EyeMed,34425,23865,Approved,10-10-2024,30-10-2024,13-11-2024,
CLM502825,690-76-6313,59,Andrew Brown,P00146,PR012,EyeMed,2007,1914,Approved,16-01-2024,22-01-2024,21-02-2024,
